improve 0.2.3.0.1 at Shape(x=250, y=300, w=50, h=50) depth 4
* Score: 30530.222235074998 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [x] [100]', 'cut [0.0.0] [y] [100]', 'cut [0.0.0.0] [y] [50]', 'color [0.0.0.0.0] [105, 92, 94, 255]', 'color [0.0.0.0.1] [153, 165, 174, 255]', 'cut [0.0.0.1] [y] [150]', 'color [0.0.0.1.0] [186, 197, 208, 255]', 'color [0.0.0.1.1] [232, 227, 223, 255]', 'cut [0.0.1] [x] [150]', 'cut [0.0.1.0] [x] [125]', 'color [0.0.1.0.0] [167, 175, 181, 255]', 'color [0.0.1.0.1] [58, 47, 53, 255]', 'color [0.0.1.1] [39, 31, 36, 255]', 'cut [0.1] [x] [300]', 'cut [0.1.0] [x] [250]', 'color [0.1.0.0] [24, 21, 22, 255]', 'cut [0.1.0.1] [x] [275]', 'color [0.1.0.1.0] [34, 30, 33, 255]', 'color [0.1.0.1.1] [167, 176, 184, 255]', 'cut [0.1.1] [y] [100]', 'cut [0.1.1.0] [y] [50]', 'color [0.1.1.0.0] [104, 91, 93, 255]', 'color [0.1.1.0.1] [158, 170, 179, 255]', 'cut [0.1.1.1] [y] [150]', 'color [0.1.1.1.0] [189, 199, 212, 255]', 'color [0.1.1.1.1] [230, 226, 221, 255]', 'cut [0.2] [y] [300]', 'cut [0.2.0] [x] [300]', 'color [0.2.0.0] [202, 200, 194, 255]', 'color [0.2.0.1] [216, 213, 208, 255]', 'color [0.2.1] [204, 203, 197, 255]', 'color [0.3] [203, 202, 196, 255]']
# Solving 21
OPTIONS FOR 0:
* Score: 160851.83226690238 Cmds: []  
* Score: 110952.0760255187 Cmds: ['color [0] [198, 158, 133, 255]']  
* Score: 55811.40304041875 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [100, 200]', 'cut [0.0.0] [50, 100]', 'color [0.0.0.0] [232, 206, 119, 255]', 'cut [0.0.0.1] [y] [50]', 'color [0.0.0.1.0] [219, 218, 206, 255]', 'color [0.0.0.1.1] [29, 9, 12, 255]', 'cut [0.0.0.2] [y] [150]', 'color [0.0.0.2.0] [29, 9, 13, 255]', 'color [0.0.0.2.1] [197, 71, 45, 255]', 'color [0.0.0.3] [225, 230, 223, 255]', 'cut [0.0.1] [y] [100]', 'cut [0.0.1.0] [150, 50]', 'color [0.0.1.0.0] [229, 228, 217, 255]', 'color [0.0.1.0.1] [22, 9, 14, 255]', 'color [0.0.1.0.2] [199, 200, 200, 255]', 'color [0.0.1.0.3] [26, 9, 14, 255]', 'cut [0.0.1.1] [150, 150]', 'color [0.0.1.1.0] [25, 8, 14, 255]', 'color [0.0.1.1.1] [201, 199, 197, 255]', 'color [0.0.1.1.2] [201, 71, 41, 255]', 'color [0.0.1.1.3] [195, 70, 43, 255]', 'cut [0.0.2] [y] [300]', 'color [0.0.2.0] [210, 81, 52, 255]', 'cut [0.0.2.1] [y] [350]', 'color [0.0.2.1.0] [211, 84, 57, 255]', 'color [0.0.2.1.1] [240, 235, 222, 255]', 'cut [0.0.3] [50, 300]', 'color [0.0.3.0] [236, 237, 228, 255]', 'color [0.0.3.1] [215, 84, 57, 255]', 'cut [0.0.3.2] [y] [350]', 'color [0.0.3.2.0] [219, 89, 64, 255]', 'color [0.0.3.2.1] [222, 224, 218, 255]', 'color [0.0.3.3] [242, 245, 236, 255]', 'cut [0.1] [300, 200]', 'cut [0.1.0] [250, 100]', 'cut [0.1.0.0] [y] [50]', 'color [0.1.0.0.0] [12, 5, 7, 255]', 'color [0.1.0.0.1] [196, 197, 196, 255]', 'color [0.1.0.1] [46, 43, 161, 255]', 'color [0.1.0.2] [226, 226, 215, 255]', 'cut [0.1.0.3] [y] [150]', 'color [0.1.0.3.0] [204, 202, 198, 255]', 'color [0.1.0.3.1] [204, 74, 44, 255]', 'cut [0.1.1] [350, 100]', 'color [0.1.1.0] [46, 42, 162, 255]', 'cut [0.1.1.1] [x] [375]', 'color [0.1.1.1.0] [40, 48, 163, 255]', 'color [0.1.1.1.1] [207, 86, 57, 255]', 'color [0.1.1.2] [232, 235, 228, 255]', 'color [0.1.1.3] [230, 231, 221, 255]', 'cut [0.1.2] [y] [300]', 'cut [0.1.2.0] [y] [250]', 'color [0.1.2.0.0] [245, 243, 230, 255]', 'color [0.1.2.0.1] [242, 216, 134, 255]', 'color [0.1.2.1] [242, 219, 137, 255]', 'cut [0.1.3] [250, 300]', 'color [0.1.3.0] [209, 81, 52, 255]', 'cut [0.1.3.1] [y] [250]', 'color [0.1.3.1.0] [231, 229, 212, 255]', 'color [0.1.3.1.1] [237, 209, 129, 255]', 'color [0.1.3.2] [237, 211, 132, 255]', 'cut [0.1.3.3] [y] [350]', 'color [0.1.3.3.0] [206, 83, 59, 255]', 'color [0.1.3.3.1] [237, 233, 221, 255]']  
* Score: 56282.67476733678 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [200, 100]', 'cut [0.0.0] [x] [100]', 'cut [0.0.0.0] [50, 50]', 'color [0.0.0.0.0] [227, 202, 117, 255]', 'color [0.0.0.0.1] [219, 218, 206, 255]', 'color [0.0.0.0.2] [29, 9, 12, 255]', 'color [0.0.0.0.3] [242, 212, 121, 255]', 'cut [0.0.0.1] [150, 50]', 'color [0.0.0.1.0] [229, 228, 217, 255]', 'color [0.0.0.1.1] [22, 9, 14, 255]', 'color [0.0.0.1.2] [199, 200, 200, 255]', 'color [0.0.0.1.3] [26, 9, 14, 255]', 'cut [0.0.1] [y] [50]', 'cut [0.0.1.0] [y] [25]', 'color [0.0.1.0.0] [215, 215, 209, 255]', 'color [0.0.1.0.1] [43, 39, 152, 255]', 'color [0.0.1.1] [49, 45, 159, 255]', 'cut [0.0.2] [x] [300]', 'cut [0.0.2.0] [250, 150]', 'color [0.0.2.0.0] [204, 202, 198, 255]', 'color [0.0.2.0.1] [225, 225, 217, 255]', 'color [0.0.2.0.2] [227, 227, 213, 255]', 'color [0.0.2.0.3] [204, 74, 44, 255]', 'color [0.0.2.1] [231, 233, 224, 255]', 'cut [0.0.3] [100, 150]', 'cut [0.0.3.0] [x] [50]', 'color [0.0.3.0.0] [226, 231, 224, 255]', 'color [0.0.3.0.1] [29, 9, 13, 255]', 'cut [0.0.3.1] [x] [150]', 'color [0.0.3.1.0] [25, 8, 14, 255]', 'color [0.0.3.1.1] [201, 199, 197, 255]', 'color [0.0.3.2] [198, 71, 42, 255]', 'cut [0.0.3.3] [x] [50]', 'color [0.0.3.3.0] [224, 230, 223, 255]', 'color [0.0.3.3.1] [197, 71, 45, 255]', 'cut [0.1] [200, 300]', 'cut [0.1.0] [x] [100]', 'cut [0.1.0.0] [x] [50]', 'color [0.1.0.0.0] [236, 237, 228, 255]', 'color [0.1.0.0.1] [215, 84, 57, 255]', 'color [0.1.0.1] [210, 81, 52, 255]', 'cut [0.1.1] [x] [300]', 'cut [0.1.1.0] [x] [250]', 'color [0.1.1.0.0] [209, 81, 52, 255]', 'color [0.1.1.0.1] [232, 212, 152, 255]', 'cut [0.1.1.1] [y] [250]', 'color [0.1.1.1.0] [245, 243, 230, 255]', 'color [0.1.1.1.1] [242, 216, 134, 255]', 'cut [0.1.2] [x] [300]', 'cut [0.1.2.0] [250, 350]', 'color [0.1.2.0.0] [206, 83, 59, 255]', 'color [0.1.2.0.1] [238, 213, 134, 255]', 'color [0.1.2.0.2] [236, 208, 129, 255]', 'color [0.1.2.0.3] [237, 233, 221, 255]', 'color [0.1.2.1] [242, 219, 137, 255]', 'cut [0.1.3] [100, 350]', 'cut [0.1.3.0] [x] [50]', 'color [0.1.3.0.1] [219, 89, 64, 255]', 'color [0.1.3.1] [211, 84, 57, 255]', 'color [0.1.3.2] [240, 235, 222, 255]', 'color [0.1.3.3] [227, 231, 225, 255]']  
* Score: 55006.512922373666 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [100, 100]', 'cut [0.0.0] [x] [50]', 'color [0.0.0.0] [232, 206, 119, 255]', 'cut [0.0.0.1] [y] [50]', 'color [0.0.0.1.0] [219, 218, 206, 255]', 'color [0.0.0.1.1] [29, 9, 12, 255]', 'cut [0.0.1] [150, 50]', 'color [0.0.1.0] [229, 228, 217, 255]', 'color [0.0.1.1] [22, 9, 14, 255]', 'color [0.0.1.2] [199, 200, 200, 255]', 'color [0.0.1.3] [26, 9, 14, 255]', 'cut [0.0.2] [y] [150]', 'cut [0.0.2.0] [x] [150]', 'color [0.0.2.0.0] [25, 8, 14, 255]', 'color [0.0.2.0.1] [201, 199, 197, 255]', 'color [0.0.2.1] [198, 71, 42, 255]', 'cut [0.0.3] [x] [50]', 'color [0.0.3.0] [225, 230, 223, 255]', 'cut [0.0.3.1] [y] [150]', 'color [0.0.3.1.0] [29, 9, 13, 255]', 'color [0.0.3.1.1] [197, 71, 45, 255]', 'cut [0.1] [y] [100]', 'cut [0.1.0] [y] [50]', 'cut [0.1.0.0] [y] [25]', 'color [0.1.0.0.0] [215, 215, 209, 255]', 'color [0.1.0.0.1] [43, 39, 152, 255]', 'color [0.1.0.1] [49, 45, 159, 255]', 'cut [0.1.1] [x] [300]', 'cut [0.1.1.0] [250, 150]', 'color [0.1.1.0.0] [204, 202, 198, 255]', 'color [0.1.1.0.1] [225, 225, 217, 255]', 'color [0.1.1.0.2] [227, 227, 213, 255]', 'color [0.1.1.0.3] [204, 74, 44, 255]', 'color [0.1.1.1] [231, 233, 224, 255]', 'cut [0.2] [x] [300]', 'cut [0.2.0] [250, 300]', 'color [0.2.0.0] [209, 81, 52, 255]', 'cut [0.2.0.1] [y] [250]', 'color [0.2.0.1.0] [231, 229, 212, 255]', 'color [0.2.0.1.1] [237, 209, 129, 255]', 'color [0.2.0.2] [237, 211, 132, 255]', 'cut [0.2.0.3] [y] [350]', 'color [0.2.0.3.0] [206, 83, 59, 255]', 'color [0.2.0.3.1] [237, 233, 221, 255]', 'cut [0.2.1] [y] [300]', 'cut [0.2.1.0] [y] [250]', 'color [0.2.1.0.0] [245, 243, 230, 255]', 'color [0.2.1.0.1] [242, 216, 134, 255]', 'color [0.2.1.1] [242, 219, 137, 255]', 'cut [0.3] [y] [300]', 'cut [0.3.0] [x] [100]', 'cut [0.3.0.0] [x] [50]', 'color [0.3.0.0.0] [236, 237, 228, 255]', 'color [0.3.0.0.1] [215, 84, 57, 255]', 'color [0.3.0.1] [210, 81, 52, 255]', 'cut [0.3.1] [100, 350]', 'cut [0.3.1.0] [x] [50]', 'color [0.3.1.0.1] [219, 89, 64, 255]', 'color [0.3.1.1] [211, 84, 57, 255]', 'color [0.3.1.2] [240, 235, 222, 255]', 'color [0.3.1.3] [227, 231, 225, 255]']
# Solving 22
OPTIONS FOR 0:
* Score: 297675.6757820344 Cmds: []  
* Score: 54942.58194981401 Cmds: ['color [0] [1, 1, 1, 255]']  
* Score: 39236.32211540075 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [100, 200]', 'color [0.0.0] [1, 1, 1, 255]', 'color [0.0.1] [1, 1, 3, 255]', 'cut [0.0.2] [y] [300]', 'color [0.0.2.0] [1, 1, 1, 255]', 'color [0.0.2.1] [248, 248, 248, 255]', 'cut [0.0.3] [50, 300]', 'color [0.0.3.0] [1, 1, 1, 255]', 'color [0.0.3.1] [1, 1, 1, 255]', 'cut [0.0.3.2] [x] [75]', 'color [0.0.3.2.0] [1, 1, 1, 255]', 'color [0.0.3.3] [1, 1, 1, 255]', 'cut [0.1] [300, 200]', 'color [0.1.0] [3, 3, 5, 255]', 'color [0.1.1] [1, 1, 1, 255]', 'color [0.1.2] [1, 1, 1, 255]', 'cut [0.1.3] [y] [300]', 'color [0.1.3.0] [1, 1, 1, 255]', 'cut [0.1.3.1] [y] [350]', 'color [0.1.3.1.1] [18, 18, 18, 255]']  
* Score: 40208.453707245004 Cmds: ['cut [0] [y] [200]', 'color [0.0] [1, 1, 1, 255]', 'cut [0.1] [200, 300]', 'color [0.1.0] [1, 1, 1, 255]', 'color [0.1.1] [1, 1, 1, 255]', 'cut [0.1.2] [x] [300]', 'cut [0.1.2.0] [y] [350]', 'color [0.1.2.0.1] [18, 18, 18, 255]', 'color [0.1.2.1] [1, 1, 1, 255]', 'cut [0.1.3] [x] [100]', 'cut [0.1.3.0] [x] [50]', 'color [0.1.3.0.0] [1, 1, 1, 255]', 'color [0.1.3.0.1] [123, 123, 123, 255]', 'color [0.1.3.1] [248, 248, 248, 255]']  
* Score: 38875.960305665285 Cmds: ['cut [0] [200, 200]', 'color [0.0] [1, 1, 1, 255]', 'color [0.1] [1, 1, 1, 255]', 'cut [0.2] [300, 300]', 'cut [0.2.0] [x] [250]', 'cut [0.2.0.0] [x] [225]', 'color [0.2.0.0.0] [179, 153, 134, 255]', 'color [0.2.0.0.1] [1, 1, 1, 255]', 'color [0.2.0.1] [1, 1, 1, 255]', 'color [0.2.1] [1, 1, 1, 255]', 'color [0.2.2] [1, 1, 1, 255]', 'cut [0.2.3] [y] [350]', 'color [0.2.3.1] [18, 18, 18, 255]', 'cut [0.3] [100, 300]', 'color [0.3.0] [1, 1, 1, 255]', 'color [0.3.1] [1, 1, 1, 255]', 'color [0.3.2] [248, 248, 248, 255]', 'cut [0.3.3] [x] [50]', 'color [0.3.3.0] [1, 1, 1, 255]', 'cut [0.3.3.1] [x] [75]', 'color [0.3.3.1.0] [1, 1, 1, 255]']
# Solving 23
OPTIONS FOR 0:
* Score: 93952.77371575392 Cmds: []  
* Score: 93952.88192744971 Cmds: ['color [0] [254, 254, 254, 255]']  
* Score: 48712.161158126066 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [y] [200]', 'cut [0.0.1] [100, 300]', 'cut [0.0.1.0] [x] [50]', 'color [0.0.1.0.1] [58, 74, 81, 255]', 'color [0.0.1.1] [66, 78, 74, 255]', 'cut [0.0.1.2] [y] [350]', 'color [0.0.1.2.0] [62, 75, 70, 255]', 'cut [0.0.1.3] [50, 350]', 'color [0.0.1.3.1] [11, 14, 22, 255]', 'cut [0.1] [y] [200]', 'cut [0.1.1] [300, 300]', 'color [0.1.1.0] [72, 78, 72, 255]', 'cut [0.1.1.1] [x] [350]', 'color [0.1.1.1.0] [125, 130, 112, 255]', 'cut [0.1.1.2] [350, 350]', 'color [0.1.1.2.0] [16, 17, 24, 255]', 'cut [0.1.1.3] [y] [350]', 'color [0.1.1.3.0] [59, 62, 59, 255]']  
* Score: 44489.807233656844 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [y] [100]', 'cut [0.0.1] [y] [150]', 'cut [0.0.1.1] [y] [175]', 'color [0.0.1.1.1] [238, 249, 227, 255]', 'cut [0.1] [200, 300]', 'cut [0.1.0] [x] [100]', 'cut [0.1.0.0] [x] [50]', 'color [0.1.0.0.1] [58, 74, 81, 255]', 'color [0.1.0.1] [66, 78, 74, 255]', 'cut [0.1.1] [x] [300]', 'color [0.1.1.0] [72, 78, 72, 255]', 'cut [0.1.1.1] [x] [350]', 'color [0.1.1.1.0] [125, 130, 112, 255]', 'cut [0.1.2] [300, 350]', 'color [0.1.2.0] [59, 62, 59, 255]', 'cut [0.1.2.1] [x] [350]', 'color [0.1.2.1.0] [16, 17, 24, 255]', 'cut [0.1.2.2] [350, 375]', 'color [0.1.2.2.0] [10, 10, 18, 255]', 'cut [0.1.2.3] [y] [375]', 'color [0.1.2.3.0] [43, 61, 49, 255]', 'cut [0.1.3] [100, 350]', 'cut [0.1.3.0] [x] [50]', 'color [0.1.3.0.1] [11, 14, 22, 255]', 'color [0.1.3.1] [62, 75, 70, 255]', 'cut [0.1.3.2] [y] [375]', 'color [0.1.3.2.0] [48, 68, 60, 255]', 'cut [0.1.3.3] [50, 375]', 'color [0.1.3.3.1] [12, 16, 23, 255]']  
* Score: 45062.394237711094 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [y] [100]', 'cut [0.0.1] [y] [150]', 'cut [0.0.1.1] [y] [175]', 'color [0.0.1.1.1] [238, 249, 227, 255]', 'cut [0.1] [y] [100]', 'cut [0.1.1] [y] [150]', 'cut [0.1.1.1] [y] [175]', 'color [0.1.1.1.1] [238, 249, 226, 255]', 'cut [0.2] [y] [300]', 'cut [0.2.0] [x] [300]', 'color [0.2.0.0] [72, 78, 72, 255]', 'cut [0.2.0.1] [x] [350]', 'color [0.2.0.1.0] [125, 130, 112, 255]', 'cut [0.2.1] [300, 350]', 'color [0.2.1.0] [59, 62, 59, 255]', 'cut [0.2.1.1] [x] [350]', 'color [0.2.1.1.0] [16, 17, 24, 255]', 'cut [0.2.1.2] [350, 375]', 'color [0.2.1.2.0] [10, 10, 18, 255]', 'cut [0.2.1.3] [y] [375]', 'color [0.2.1.3.0] [43, 61, 49, 255]', 'cut [0.3] [y] [300]', 'cut [0.3.0] [x] [100]', 'cut [0.3.0.0] [x] [50]', 'color [0.3.0.0.1] [58, 74, 81, 255]', 'color [0.3.0.1] [66, 78, 74, 255]', 'cut [0.3.1] [100, 350]', 'cut [0.3.1.0] [x] [50]', 'color [0.3.1.0.1] [11, 14, 22, 255]', 'color [0.3.1.1] [62, 75, 70, 255]', 'cut [0.3.1.2] [y] [375]', 'color [0.3.1.2.0] [48, 68, 60, 255]', 'cut [0.3.1.3] [50, 375]', 'color [0.3.1.3.1] [12, 16, 23, 255]']
# Solving 24
OPTIONS FOR 0:
* Score: 164586.8261087473 Cmds: []  
* Score: 46751.37852864089 Cmds: ['color [0] [172, 152, 117, 255]']  
* Score: 29116.527701262592 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [y] [200]', 'cut [0.0.0] [100, 100]', 'cut [0.0.0.0] [y] [50]', 'color [0.0.0.0.0] [183, 168, 142, 255]', 'color [0.0.0.0.1] [221, 202, 164, 255]', 'cut [0.0.0.1] [y] [50]', 'color [0.0.0.1.0] [115, 103, 89, 255]', 'color [0.0.0.1.1] [205, 186, 150, 255]', 'cut [0.0.0.2] [x] [150]', 'color [0.0.0.2.0] [214, 196, 155, 255]', 'color [0.0.0.2.1] [54, 48, 41, 255]', 'cut [0.0.0.3] [y] [150]', 'color [0.0.0.3.0] [214, 195, 154, 255]', 'color [0.0.0.3.1] [193, 171, 130, 255]', 'cut [0.0.1] [y] [300]', 'cut [0.0.1.0] [y] [250]', 'color [0.0.1.0.0] [184, 164, 127, 255]', 'color [0.0.1.0.1] [173, 153, 118, 255]', 'cut [0.0.1.1] [y] [350]', 'color [0.0.1.1.0] [171, 149, 112, 255]', 'color [0.0.1.1.1] [148, 128, 93, 255]', 'cut [0.1] [300, 200]', 'cut [0.1.0] [y] [100]', 'cut [0.1.0.0] [y] [50]', 'color [0.1.0.0.0] [101, 92, 80, 255]', 'color [0.1.0.0.1] [197, 180, 146, 255]', 'cut [0.1.0.1] [x] [250]', 'color [0.1.0.1.0] [29, 25, 24, 255]', 'color [0.1.0.1.1] [212, 194, 153, 255]', 'cut [0.1.1] [y] [100]', 'cut [0.1.1.0] [y] [50]', 'color [0.1.1.0.0] [135, 125, 107, 255]', 'color [0.1.1.0.1] [190, 173, 138, 255]', 'color [0.1.1.1] [207, 188, 149, 255]', 'cut [0.1.2] [y] [300]', 'color [0.1.2.0] [173, 153, 117, 255]', 'cut [0.1.2.1] [y] [350]', 'color [0.1.2.1.0] [140, 121, 90, 255]', 'color [0.1.2.1.1] [97, 84, 63, 255]', 'cut [0.1.3] [250, 300]', 'cut [0.1.3.0] [x] [225]', 'color [0.1.3.0.0] [9, 8, 9, 255]', 'color [0.1.3.0.1] [171, 149, 113, 255]', 'color [0.1.3.1] [170, 148, 110, 255]', 'color [0.1.3.2] [148, 129, 95, 255]', 'color [0.1.3.3] [153, 133, 98, 255]']  
* Score: 29155.882056243776 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [200, 100]', 'cut [0.0.0] [y] [50]', 'cut [0.0.0.0] [x] [100]', 'color [0.0.0.0.0] [183, 168, 142, 255]', 'color [0.0.0.0.1] [115, 103, 89, 255]', 'color [0.0.0.1] [217, 197, 158, 255]', 'cut [0.0.1] [y] [50]', 'cut [0.0.1.0] [x] [300]', 'color [0.0.1.0.0] [101, 92, 80, 255]', 'color [0.0.1.0.1] [135, 125, 107, 255]', 'cut [0.0.1.1] [y] [75]', 'color [0.0.1.1.0] [176, 161, 133, 255]', 'color [0.0.1.1.1] [210, 191, 150, 255]', 'cut [0.0.2] [x] [300]', 'cut [0.0.2.0] [x] [250]', 'color [0.0.2.0.0] [29, 25, 24, 255]', 'color [0.0.2.0.1] [212, 194, 153, 255]', 'color [0.0.2.1] [207, 188, 149, 255]', 'cut [0.0.3] [100, 150]', 'color [0.0.3.0] [214, 195, 154, 255]', 'color [0.0.3.1] [218, 198, 157, 255]', 'cut [0.0.3.2] [x] [150]', 'color [0.0.3.2.0] [182, 160, 123, 255]', 'color [0.0.3.2.1] [28, 25, 24, 255]', 'color [0.0.3.3] [193, 171, 130, 255]', 'cut [0.1] [y] [300]', 'cut [0.1.0] [y] [250]', 'cut [0.1.0.0] [x] [200]', 'color [0.1.0.0.0] [184, 164, 127, 255]', 'color [0.1.0.0.1] [171, 148, 111, 255]', 'color [0.1.0.1] [173, 153, 118, 255]', 'cut [0.1.1] [200, 350]', 'color [0.1.1.0] [171, 149, 112, 255]', 'color [0.1.1.1] [152, 132, 98, 255]', 'cut [0.1.1.2] [x] [300]', 'color [0.1.1.2.0] [134, 115, 84, 255]', 'color [0.1.1.2.1] [97, 84, 63, 255]', 'cut [0.1.1.3] [y] [375]', 'color [0.1.1.3.0] [158, 138, 102, 255]', 'color [0.1.1.3.1] [135, 116, 84, 255]']  
* Score: 27873.00748907814 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [100, 100]', 'cut [0.0.0] [y] [50]', 'color [0.0.0.0] [183, 168, 142, 255]', 'color [0.0.0.1] [221, 202, 164, 255]', 'cut [0.0.1] [y] [50]', 'color [0.0.1.0] [115, 103, 89, 255]', 'color [0.0.1.1] [205, 186, 150, 255]', 'cut [0.0.2] [x] [150]', 'color [0.0.2.0] [214, 196, 155, 255]', 'cut [0.0.2.1] [x] [175]', 'color [0.0.2.1.0] [212, 192, 153, 255]', 'color [0.0.2.1.1] [22, 19, 18, 255]', 'cut [0.0.3] [y] [150]', 'color [0.0.3.0] [214, 195, 154, 255]', 'color [0.0.3.1] [193, 171, 130, 255]', 'cut [0.1] [y] [100]', 'cut [0.1.0] [y] [50]', 'cut [0.1.0.0] [x] [300]', 'color [0.1.0.0.0] [101, 92, 80, 255]', 'color [0.1.0.0.1] [135, 125, 107, 255]', 'cut [0.1.0.1] [y] [75]', 'color [0.1.0.1.0] [176, 161, 133, 255]', 'color [0.1.0.1.1] [210, 191, 150, 255]', 'cut [0.1.1] [x] [300]', 'cut [0.1.1.0] [x] [250]', 'color [0.1.1.0.0] [29, 25, 24, 255]', 'color [0.1.1.0.1] [212, 194, 153, 255]', 'color [0.1.1.1] [207, 188, 149, 255]', 'cut [0.2] [300, 300]', 'cut [0.2.0] [x] [250]', 'cut [0.2.0.0] [x] [225]', 'color [0.2.0.0.0] [9, 8, 9, 255]', 'color [0.2.0.0.1] [171, 149, 113, 255]', 'color [0.2.0.1] [170, 148, 110, 255]', 'color [0.2.1] [173, 153, 117, 255]', 'cut [0.2.2] [y] [350]', 'color [0.2.2.0] [140, 121, 90, 255]', 'color [0.2.2.1] [97, 84, 63, 255]', 'color [0.2.3] [151, 131, 97, 255]', 'cut [0.3] [y] [300]', 'cut [0.3.0] [y] [250]', 'color [0.3.0.0] [184, 164, 127, 255]', 'color [0.3.0.1] [173, 153, 118, 255]', 'cut [0.3.1] [y] [350]', 'color [0.3.1.0] [171, 149, 112, 255]', 'cut [0.3.1.1] [y] [375]', 'color [0.3.1.1.0] [158, 138, 102, 255]', 'color [0.3.1.1.1] [135, 116, 84, 255]']
# Solving 25
OPTIONS FOR 0:
* Score: 287941.00092290435 Cmds: []  
* Score: 51426.395924823715 Cmds: ['color [0] [39, 47, 31, 255]']  
* Score: 34823.85225268133 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [y] [200]', 'cut [0.0.0] [y] [100]', 'color [0.0.0.0] [92, 13, 7, 255]', 'cut [0.0.0.1] [100, 150]', 'color [0.0.0.1.0] [122, 34, 20, 255]', 'color [0.0.0.1.1] [128, 75, 56, 255]', 'color [0.0.0.1.2] [181, 125, 100, 255]', 'color [0.0.0.1.3] [24, 5, 3, 255]', 'cut [0.0.1] [100, 300]', 'color [0.0.1.0] [19, 6, 4, 255]', 'cut [0.0.1.1] [y] [250]', 'color [0.0.1.1.0] [158, 109, 86, 255]', 'color [0.0.1.1.1] [71, 41, 32, 255]', 'color [0.0.1.2] [30, 18, 11, 255]', 'color [0.0.1.3] [17, 38, 24, 255]', 'cut [0.1] [x] [300]', 'cut [0.1.0] [250, 200]', 'color [0.1.0.0] [83, 12, 8, 255]', 'cut [0.1.0.1] [y] [100]', 'color [0.1.0.1.0] [48, 108, 65, 255]', 'color [0.1.0.1.1] [22, 52, 32, 255]', 'color [0.1.0.2] [25, 49, 34, 255]', 'cut [0.1.0.3] [y] [300]', 'color [0.1.0.3.0] [82, 44, 29, 255]', 'color [0.1.0.3.1] [48, 93, 62, 255]', 'cut [0.1.1] [y] [200]', 'cut [0.1.1.0] [y] [100]', 'color [0.1.1.0.0] [30, 74, 43, 255]', 'color [0.1.1.0.1] [23, 45, 33, 255]', 'cut [0.1.1.1] [350, 300]', 'color [0.1.1.1.0] [17, 40, 24, 255]', 'color [0.1.1.1.1] [26, 57, 37, 255]', 'color [0.1.1.1.2] [53, 105, 74, 255]', 'color [0.1.1.1.3] [33, 67, 48, 255]']  
* Score: 34586.33689596139 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [200, 100]', 'color [0.0.0] [92, 13, 7, 255]', 'cut [0.0.1] [y] [50]', 'color [0.0.1.0] [52, 107, 65, 255]', 'color [0.0.1.1] [25, 56, 34, 255]', 'cut [0.0.2] [x] [300]', 'cut [0.0.2.0] [x] [250]', 'color [0.0.2.0.0] [83, 5, 3, 255]', 'color [0.0.2.0.1] [22, 52, 32, 255]', 'color [0.0.2.1] [23, 45, 33, 255]', 'cut [0.0.3] [100, 150]', 'color [0.0.3.0] [122, 34, 20, 255]', 'color [0.0.3.1] [128, 75, 56, 255]', 'color [0.0.3.2] [181, 125, 100, 255]', 'color [0.0.3.3] [24, 5, 3, 255]', 'cut [0.1] [x] [200]', 'cut [0.1.0] [100, 300]', 'color [0.1.0.0] [19, 6, 4, 255]', 'cut [0.1.0.1] [y] [250]', 'color [0.1.0.1.0] [158, 109, 86, 255]', 'color [0.1.0.1.1] [71, 41, 32, 255]', 'color [0.1.0.2] [30, 18, 11, 255]', 'color [0.1.0.3] [17, 38, 24, 255]', 'cut [0.1.1] [x] [300]', 'cut [0.1.1.0] [x] [250]', 'color [0.1.1.0.0] [63, 78, 51, 255]', 'color [0.1.1.0.1] [25, 49, 34, 255]', 'cut [0.1.1.1] [350, 300]', 'color [0.1.1.1.0] [17, 40, 24, 255]', 'color [0.1.1.1.1] [26, 57, 37, 255]', 'color [0.1.1.1.2] [53, 105, 74, 255]', 'color [0.1.1.1.3] [33, 67, 48, 255]']  
